,full_name,bioguide_id,govtrack_id,pct,birthday,gender,election_date,party,senate_class,stage,cycle,start_date,end_date,ranked_choice_reallocated,name,congressional
1938,Cynthia M. Lummis,L000571,412294,56.0,1954-09-10,F,2020-11-03,Republican,2.0,general,2020,2020-10-08,2020-10-28,False,cynthialummis,116
1939,Tom Cotton,C001095,412508,75.0,1977-05-13,M,2020-11-03,Republican,2.0,general,2020,2020-10-09,2020-10-21,False,tomcotton,116
1940,Tom Cotton,C001095,412508,62.5,1977-05-13,M,2020-11-03,Republican,2.0,general,2020,2020-10-11,2020-10-13,False,tomcotton,116
1928,Jeanne Shaheen,S001181,412323,58.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2019-12-12,2019-12-16,False,jeanneshaheen,116
1941,Tom Cotton,C001095,412508,49.0,1977-05-13,M,2020-11-03,Republican,2.0,general,2020,2020-10-07,2020-10-09,False,tomcotton,116
1943,James M. Inhofe,I000024,300055,46.0,1934-11-17,M,2020-11-03,Republican,2.0,general,2020,2020-09-17,2020-09-20,False,jamesinhofe,116
1944,James M. Inhofe,I000024,300055,57.3,1934-11-17,M,2020-11-03,Republican,2.0,general,2020,2020-09-02,2020-09-08,False,jamesinhofe,116
1945,James M. Inhofe,I000024,300055,50.0,1934-11-17,M,2020-11-03,Republican,2.0,general,2020,2020-07-29,2020-07-30,False,jamesinhofe,116
1946,James M. Inhofe,I000024,300055,57.0,1934-11-17,M,2020-11-03,Republican,2.0,general,2020,2020-03-05,2020-03-08,False,jamesinhofe,116
1947,Shelley Moore Capito,C001047,400061,53.0,1953-11-26,F,2020-11-03,Republican,2.0,general,2020,2020-10-01,2020-10-06,False,shelleycapito,116
1948,Jeff Merkley,M001176,412325,55.0,1956-10-24,M,2020-11-03,Democrat,2.0,general,2020,2020-09-26,2020-09-29,False,jeffmerkley,116
1949,Christopher A. Coons,C001088,412390,57.0,1963-09-09,M,2020-11-03,Democrat,2.0,general,2020,2020-09-21,2020-09-27,False,christophercoons,116
1950,Patrick J. Leahy,L000174,300065,38.0,1940-03-31,M,2022-11-08,Democrat,3.0,general,2022,2020-09-03,2020-09-15,False,patrickleahy,116
1951,James E. Risch,R000584,412322,53.36,1943-05-03,M,2020-11-03,Republican,2.0,general,2020,2020-08-29,2020-09-01,False,jamesrisch,116
1952,Bill Cassidy,C001075,412269,42.0,1957-09-28,M,2020-11-03,Republican,2.0,jungle primary,2020,2020-08-06,2020-08-12,False,billcassidy,116
1953,Bill Cassidy,C001075,412269,52.0,1957-09-28,M,,Republican,2.0,runoff,2020,2020-08-06,2020-08-12,False,billcassidy,116
1517,John Cornyn,C001056,300027,47.0,1952-02-02,M,2020-11-03,Republican,2.0,general,2020,2020-10-03,2020-10-06,False,johncornyn,116
1942,James M. Inhofe,I000024,300055,56.4,1934-11-17,M,2020-11-03,Republican,2.0,general,2020,2020-10-15,2020-10-20,False,jamesinhofe,116
1927,Jeanne Shaheen,S001181,412323,52.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-02-19,2020-02-25,False,jeanneshaheen,116
1926,Jeanne Shaheen,S001181,412323,51.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-02-19,2020-02-25,False,jeanneshaheen,116
1925,Jeanne Shaheen,S001181,412323,49.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-02-19,2020-02-25,False,jeanneshaheen,116
1897,Dan Sullivan,S001198,412665,46.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-10-02,2020-10-06,False,dansullivan,116
1898,Dan Sullivan,S001198,412665,46.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-09-30,2020-10-04,False,dansullivan,116
1899,Dan Sullivan,S001198,412665,48.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-09-25,2020-10-04,False,dansullivan,116
1900,Dan Sullivan,S001198,412665,46.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-09-20,2020-09-23,False,dansullivan,116
1901,Dan Sullivan,S001198,412665,43.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-08-27,2020-08-28,False,dansullivan,116
1902,Dan Sullivan,S001198,412665,39.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-07-07,2020-07-08,False,dansullivan,116
1903,Dan Sullivan,S001198,412665,53.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2020-06-23,2020-07-07,False,dansullivan,116
1904,Dan Sullivan,S001198,412665,42.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2019-05-28,2019-06-04,False,dansullivan,116
1905,Dan Sullivan,S001198,412665,39.0,1964-11-13,M,2020-11-03,Republican,2.0,general,2020,2019-05-28,2019-06-04,False,dansullivan,116
1906,Jeanne Shaheen,S001181,412323,57.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-26,2020-10-28,False,jeanneshaheen,116
1907,Jeanne Shaheen,S001181,412323,54.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-24,2020-10-28,False,jeanneshaheen,116
1908,Jeanne Shaheen,S001181,412323,54.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False,jeanneshaheen,116
1909,Jeanne Shaheen,S001181,412323,57.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-16,2020-10-26,False,jeanneshaheen,116
1910,Jeanne Shaheen,S001181,412323,55.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-09,2020-10-12,False,jeanneshaheen,116
1911,Jeanne Shaheen,S001181,412323,50.8,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-08,2020-10-12,False,jeanneshaheen,116
1912,Jeanne Shaheen,S001181,412323,53.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-10-01,2020-10-04,False,jeanneshaheen,116
1913,Jeanne Shaheen,S001181,412323,55.2,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-09-30,2020-10-01,False,jeanneshaheen,116
1914,Jeanne Shaheen,S001181,412323,56.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-09-25,2020-09-28,False,jeanneshaheen,116
1915,Jeanne Shaheen,S001181,412323,54.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-09-24,2020-09-28,False,jeanneshaheen,116
1916,Jeanne Shaheen,S001181,412323,56.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-09-17,2020-09-25,False,jeanneshaheen,116
1917,Jeanne Shaheen,S001181,412323,54.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-08-28,2020-09-01,False,jeanneshaheen,116
1918,Jeanne Shaheen,S001181,412323,53.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-08-28,2020-09-01,False,jeanneshaheen,116
1919,Jeanne Shaheen,S001181,412323,54.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-07-16,2020-07-28,False,jeanneshaheen,116
1921,Jeanne Shaheen,S001181,412323,51.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-06-18,2020-06-22,False,jeanneshaheen,116
1922,Jeanne Shaheen,S001181,412323,50.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-06-18,2020-06-22,False,jeanneshaheen,116
1923,Jeanne Shaheen,S001181,412323,50.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-05-14,2020-05-18,False,jeanneshaheen,116
1924,Jeanne Shaheen,S001181,412323,52.0,1947-01-28,F,2020-11-03,Democrat,2.0,general,2020,2020-05-14,2020-05-18,False,jeanneshaheen,116
1818,Roger Marshall,M001198,412704,41.87,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-09-29,2020-09-30,False,rogermarshall,116
1682,Gary C. Peters,P000595,412305,43.6,1958-12-01,M,2020-11-03,Democrat,2.0,general,2020,2019-03-07,2019-03-10,False,garypeters,116
1817,Roger Marshall,M001198,412704,46.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-18,2020-10-20,False,rogermarshall,116
1815,Roger Marshall,M001198,412704,43.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-19,2020-10-20,False,rogermarshall,116
1728,John W. Hickenlooper,H000273,456797,53.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-29,2020-11-01,False,johnhickenlooper,116
1729,John W. Hickenlooper,H000273,456797,54.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False,johnhickenlooper,116
1730,John W. Hickenlooper,H000273,456797,56.9,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-11-01,False,johnhickenlooper,116
1731,John W. Hickenlooper,H000273,456797,51.5,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-22,2020-10-31,False,johnhickenlooper,116
1732,John W. Hickenlooper,H000273,456797,50.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-11,2020-10-20,False,johnhickenlooper,116
1733,John W. Hickenlooper,H000273,456797,53.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-12,2020-10-16,False,johnhickenlooper,116
1734,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-09,2020-10-15,False,johnhickenlooper,116
1735,John W. Hickenlooper,H000273,456797,53.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-11,2020-10-14,False,johnhickenlooper,116
1736,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-08,2020-10-13,False,johnhickenlooper,116
1737,John W. Hickenlooper,H000273,456797,50.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-02,2020-10-11,False,johnhickenlooper,116
1738,John W. Hickenlooper,H000273,456797,48.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-05,2020-10-09,False,johnhickenlooper,116
1739,John W. Hickenlooper,H000273,456797,48.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-10-01,2020-10-06,False,johnhickenlooper,116
1727,Cory A. Booker,B001288,412598,58.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-04-16,2020-04-19,False,corybooker,116
1740,John W. Hickenlooper,H000273,456797,49.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-09-11,2020-09-20,False,johnhickenlooper,116
1742,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-08-30,2020-09-05,False,johnhickenlooper,116
1743,John W. Hickenlooper,H000273,456797,52.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-08-28,2020-09-01,False,johnhickenlooper,116
1744,John W. Hickenlooper,H000273,456797,48.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-08-21,2020-08-30,False,johnhickenlooper,116
1745,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-08-18,2020-08-19,False,johnhickenlooper,116
1746,John W. Hickenlooper,H000273,456797,48.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-07-17,2020-07-26,False,johnhickenlooper,116
1747,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-06-29,2020-06-30,False,johnhickenlooper,116
1748,John W. Hickenlooper,H000273,456797,54.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-05-01,2020-05-03,False,johnhickenlooper,116
1749,John W. Hickenlooper,H000273,456797,47.76,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-04-10,2020-04-19,False,johnhickenlooper,116
1750,John W. Hickenlooper,H000273,456797,53.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2019-10-10,2019-10-14,False,johnhickenlooper,116
1751,John W. Hickenlooper,H000273,456797,52.5,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2019-08-16,2019-08-19,False,johnhickenlooper,116
1752,John W. Hickenlooper,H000273,456797,51.0,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2019-08-08,2019-08-11,False,johnhickenlooper,116
1753,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-29,2020-11-01,False,corygardner,116
1741,John W. Hickenlooper,H000273,456797,45.82,1952-02-07,M,2020-11-03,Democrat,2.0,general,2020,2020-09-08,2020-09-17,False,johnhickenlooper,116
1754,Cory Gardner,G000562,412406,45.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-27,2020-11-01,False,corygardner,116
1726,Cory A. Booker,B001288,412598,55.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-04-16,2020-04-19,False,corybooker,116
1724,Cory A. Booker,B001288,412598,56.6,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-10-07,2020-10-13,False,corybooker,116
1684,Tina Smith,S001203,412742,54.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False,tinasmith,116
1685,Tina Smith,S001203,412742,54.5,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-11-01,False,tinasmith,116
1686,Tina Smith,S001203,412742,51.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-29,2020-10-30,False,tinasmith,116
1687,Tina Smith,S001203,412742,53.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-25,2020-10-30,False,tinasmith,116
1688,Tina Smith,S001203,412742,53.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-10,2020-10-29,False,tinasmith,116
1689,Tina Smith,S001203,412742,45.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-10-27,False,tinasmith,116
1690,Tina Smith,S001203,412742,53.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-24,2020-10-26,False,tinasmith,116
1691,Tina Smith,S001203,412742,54.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False,tinasmith,116
1692,Tina Smith,S001203,412742,43.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-16,2020-10-20,False,tinasmith,116
1693,Tina Smith,S001203,412742,48.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-12,2020-10-15,False,tinasmith,116
1694,Tina Smith,S001203,412742,44.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-10-01,2020-10-06,False,tinasmith,116
1695,Tina Smith,S001203,412742,44.8,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-20,2020-09-24,False,tinasmith,116
1725,Cory A. Booker,B001288,412598,51.55,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-09-04,2020-09-07,False,corybooker,116
1696,Tina Smith,S001203,412742,49.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-21,2020-09-23,False,tinasmith,116
1698,Tina Smith,S001203,412742,47.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-09,2020-09-11,False,tinasmith,116
1699,Tina Smith,S001203,412742,49.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-08,2020-09-10,False,tinasmith,116
1700,Tina Smith,S001203,412742,46.6,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-04,2020-09-07,False,tinasmith,116
1701,Tina Smith,S001203,412742,49.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-03,2020-09-04,False,tinasmith,116
1702,Tina Smith,S001203,412742,43.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-08-30,2020-09-01,False,tinasmith,116
1703,Tina Smith,S001203,412742,48.21,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-08-08,2020-08-10,False,tinasmith,116
1704,Tina Smith,S001203,412742,48.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-07-22,2020-07-23,False,tinasmith,116
1705,Tina Smith,S001203,412742,46.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-05-26,2020-05-28,False,tinasmith,116
1720,Cory A. Booker,B001288,412598,55.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-10-31,2020-11-01,False,corybooker,116
1721,Cory A. Booker,B001288,412598,61.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False,corybooker,116
1722,Cory A. Booker,B001288,412598,59.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-10-18,2020-10-24,False,corybooker,116
1723,Cory A. Booker,B001288,412598,61.0,1969-04-27,M,2020-11-03,Democrat,2.0,general,2020,2020-10-18,2020-10-24,False,corybooker,116
1697,Tina Smith,S001203,412742,51.0,1958-03-04,F,2020-11-03,Democrat,2.0,general,2020,2020-09-12,2020-09-17,False,tinasmith,116
1755,Cory Gardner,G000562,412406,43.1,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-23,2020-11-01,False,corygardner,116
1756,Cory Gardner,G000562,412406,43.6,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-22,2020-10-31,False,corygardner,116
1757,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-11,2020-10-20,False,corygardner,116
1789,Mark R. Warner,W000805,412321,50.7,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-09-22,2020-09-25,False,markwarner,116
1790,Mark R. Warner,W000805,412321,52.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-09-09,2020-09-21,False,markwarner,116
1791,Mark R. Warner,W000805,412321,55.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-08-28,2020-09-07,False,markwarner,116
1792,Mark R. Warner,W000805,412321,55.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-08-09,2020-08-22,False,markwarner,116
1793,Tommy Tuberville,T000278,456796,56.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-27,2020-11-01,False,tommytuberville,116
1794,Tommy Tuberville,T000278,456796,57.6,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-27,2020-11-01,False,tommytuberville,116
1795,Tommy Tuberville,T000278,456796,51.1,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-22,2020-10-31,False,tommytuberville,116
1796,Tommy Tuberville,T000278,456796,53.8,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-23,2020-10-28,False,tommytuberville,116
1797,Tommy Tuberville,T000278,456796,54.4,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-23,2020-10-26,False,tommytuberville,116
1798,Tommy Tuberville,T000278,456796,54.7,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-21,2020-10-23,False,tommytuberville,116
1799,Tommy Tuberville,T000278,456796,47.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-11,2020-10-14,False,tommytuberville,116
1800,Tommy Tuberville,T000278,456796,55.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-10-11,2020-10-14,False,tommytuberville,116
1788,Mark R. Warner,W000805,412321,51.3,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-09,2020-10-11,False,markwarner,116
1801,Tommy Tuberville,T000278,456796,54.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-09-30,2020-10-03,False,tommytuberville,116
1803,Tommy Tuberville,T000278,456796,52.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-07-24,2020-08-02,False,tommytuberville,116
1804,Tommy Tuberville,T000278,456796,43.9,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-07-02,2020-07-09,False,tommytuberville,116
1805,Tommy Tuberville,T000278,456796,50.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-06-29,2020-07-02,False,tommytuberville,116
1806,Tommy Tuberville,T000278,456796,47.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-06-18,2020-06-22,False,tommytuberville,116
1807,Tommy Tuberville,T000278,456796,49.7,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-06-13,2020-06-16,False,tommytuberville,116
1808,Tommy Tuberville,T000278,456796,47.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-05-14,2020-05-18,False,tommytuberville,116
1809,Tommy Tuberville,T000278,456796,50.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-02-04,2020-02-06,False,tommytuberville,116
1810,Tommy Tuberville,T000278,456796,47.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2019-12-16,2019-12-18,False,tommytuberville,116
1811,Roger Marshall,M001198,412704,51.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-27,2020-11-01,False,rogermarshall,116
1812,Roger Marshall,M001198,412704,47.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-25,2020-10-27,False,rogermarshall,116
1813,Roger Marshall,M001198,412704,45.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-25,2020-10-27,False,rogermarshall,116
1814,Roger Marshall,M001198,412704,47.03,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-25,2020-10-27,False,rogermarshall,116
1802,Tommy Tuberville,T000278,456796,52.0,1954-09-18,M,2020-11-03,Republican,2.0,general,2020,2020-09-11,2020-09-20,False,tommytuberville,116
1787,Mark R. Warner,W000805,412321,55.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-09-30,2020-10-12,False,markwarner,116
1786,Mark R. Warner,W000805,412321,54.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-11,2020-10-14,False,markwarner,116
1785,Mark R. Warner,W000805,412321,57.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-13,2020-10-19,False,markwarner,116
1758,Cory Gardner,G000562,412406,39.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-12,2020-10-16,False,corygardner,116
1759,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-09,2020-10-15,False,corygardner,116
1760,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-11,2020-10-14,False,corygardner,116
1761,Cory Gardner,G000562,412406,41.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-08,2020-10-13,False,corygardner,116
1762,Cory Gardner,G000562,412406,40.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-02,2020-10-11,False,corygardner,116
1763,Cory Gardner,G000562,412406,40.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-05,2020-10-09,False,corygardner,116
1764,Cory Gardner,G000562,412406,39.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-10-01,2020-10-06,False,corygardner,116
1765,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-09-11,2020-09-20,False,corygardner,116
1766,Cory Gardner,G000562,412406,43.61,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-09-08,2020-09-17,False,corygardner,116
1767,Cory Gardner,G000562,412406,46.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-08-30,2020-09-05,False,corygardner,116
1768,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-08-28,2020-09-01,False,corygardner,116
1769,Cory Gardner,G000562,412406,39.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-08-21,2020-08-30,False,corygardner,116
1770,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-08-18,2020-08-19,False,corygardner,116
1771,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-07-17,2020-07-26,False,corygardner,116
1772,Cory Gardner,G000562,412406,40.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-06-29,2020-06-30,False,corygardner,116
1773,Cory Gardner,G000562,412406,36.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-05-01,2020-05-03,False,corygardner,116
1774,Cory Gardner,G000562,412406,31.13,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2020-04-10,2020-04-19,False,corygardner,116
1775,Cory Gardner,G000562,412406,42.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2019-10-10,2019-10-14,False,corygardner,116
1776,Cory Gardner,G000562,412406,39.7,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2019-08-16,2019-08-19,False,corygardner,116
1777,Cory Gardner,G000562,412406,38.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2019-08-08,2019-08-11,False,corygardner,116
1778,Cory Gardner,G000562,412406,45.0,1974-08-22,M,2020-11-03,Republican,2.0,general,2020,2019-07-29,2019-07-31,False,corygardner,116
1779,Mark R. Warner,W000805,412321,57.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False,markwarner,116
1780,Mark R. Warner,W000805,412321,60.7,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False,markwarner,116
1781,Mark R. Warner,W000805,412321,55.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-10-29,False,markwarner,116
1782,Mark R. Warner,W000805,412321,57.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-15,2020-10-27,False,markwarner,116
1783,Mark R. Warner,W000805,412321,59.7,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False,markwarner,116
1784,Mark R. Warner,W000805,412321,55.0,1954-12-15,M,2020-11-03,Democrat,2.0,general,2020,2020-10-13,2020-10-22,False,markwarner,116
1816,Roger Marshall,M001198,412704,51.0,1960-08-09,M,2020-11-03,Republican,2.0,general,2020,2020-10-18,2020-10-20,False,rogermarshall,116
1516,John Cornyn,C001056,300027,48.0,1952-02-02,M,2020-11-03,Republican,2.0,general,2020,2020-10-05,2020-10-06,False,johncornyn,116
1542,John Cornyn,C001056,300027,43.0,1952-02-02,M,2020-11-03,Republican,2.0,general,2020,2020-06-29,2020-07-07,False,johncornyn,116
1514,John Cornyn,C001056,300027,49.0,1952-02-02,M,2020-11-03,Republican,2.0,general,2020,2020-10-14,2020-10-15,False,johncornyn,116
910,Kelly Loeffler,L000594,456790,44.0,1970-11-27,F,2021-01-05,Republican,3.0,runoff,2020,2020-10-08,2020-10-12,False,kellyloeffler,116
909,Kelly Loeffler,L000594,456790,20.0,1970-11-27,F,2020-11-03,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-12,False,kellyloeffler,116
908,Kelly Loeffler,L000594,456790,26.0,1970-11-27,F,2020-11-03,Republican,3.0,jungle primary,2020,2020-10-08,2020-10-12,False,kellyloeffler,116
907,Kelly Loeffler,L000594,456790,19.0,1970-11-27,F,2020-11-03,Republican,3.0,jungle primary,2020,2020-10-12,2020-10-15,False,kellyloeffler,116
906,Kelly Loeffler,L000594,456790,41.0,1970-11-27,F,2021-01-05,Republican,3.0,runoff,2020,2020-10-13,2020-10-19,False,kellyloeffler,116
905,Kelly Loeffler,L000594,456790,23.0,1970-11-27,F,2020-11-03,Republican,3.0,jungle primary,2020,2020-10-13,2020-10-19,False,kellyloeffler,116
