,full_name,pct,birthday,gender,party,senate_class,stage,cycle,start_date,end_date,ranked_choice_reallocated
1474,Martha McSally,42.0,1966-03-22,F,Republican,3.0,general,2018,2018-09-08,2018-09-11,False
1475,Martha McSally,49.0,1966-03-22,F,Republican,3.0,general,2018,2018-09-05,2018-09-07,False
1476,Martha McSally,48.6,1966-03-22,F,Republican,3.0,general,2018,2018-09-05,2018-09-06,False
1477,Martha McSally,41.8,1966-03-22,F,Republican,3.0,general,2018,2018-09-04,2018-09-06,False
1478,Martha McSally,44.0,1966-03-22,F,Republican,3.0,general,2018,2018-07-24,2018-07-25,False
1479,Martha McSally,39.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-27,2018-07-02,False
1480,Martha McSally,44.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1481,Martha McSally,45.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1482,Martha McSally,46.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1483,Martha McSally,45.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1484,Martha McSally,47.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1485,Martha McSally,46.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-11,2018-07-02,False
1486,Martha McSally,31.8,1966-03-22,F,Republican,3.0,general,2018,2018-06-21,2018-06-22,False
1487,Martha McSally,34.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-19,2018-06-22,False
1488,Martha McSally,37.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-19,2018-06-22,False
1489,Martha McSally,38.0,1966-03-22,F,Republican,3.0,general,2018,2018-06-17,2018-06-21,False
1490,Martha McSally,42.0,1966-03-22,F,Republican,3.0,general,2018,2018-04-02,2018-04-23,False
1491,Martha McSally,42.0,1966-03-22,F,Republican,3.0,general,2018,2018-04-10,2018-04-11,False
1492,Martha McSally,41.0,1966-03-22,F,Republican,3.0,general,2018,2018-03-15,2018-03-16,False
1493,Martha McSally,45.0,1966-03-22,F,Republican,3.0,general,2018,2017-11-09,2017-11-09,False
1494,Martha McSally,29.25,1966-03-22,F,Republican,3.0,general,2018,2017-10-28,2017-10-31,False
1495,John Cornyn,56.5,1952-02-02,M,Republican,2.0,general,2020,2020-10-27,2020-11-02,False
1496,John Cornyn,50.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-27,2020-11-01,False
1497,John Cornyn,51.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-29,2020-10-31,False
1498,John Cornyn,46.7,1952-02-02,M,Republican,2.0,general,2020,2020-10-22,2020-10-31,False
1499,John Cornyn,48.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-27,2020-10-28,False
1500,John Cornyn,49.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-27,2020-10-28,False
1501,John Cornyn,52.4,1952-02-02,M,Republican,2.0,general,2020,2020-10-23,2020-10-26,False
1502,John Cornyn,49.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-20,2020-10-26,False
1503,John Cornyn,48.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-22,2020-10-25,False
1504,John Cornyn,48.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-20,2020-10-25,False
1505,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-17,2020-10-25,False
1506,John Cornyn,40.82,1952-02-02,M,Republican,2.0,general,2020,2020-10-17,2020-10-20,False
1507,John Cornyn,40.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-13,2020-10-20,False
1508,John Cornyn,42.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-13,2020-10-20,False
1509,John Cornyn,48.9,1952-02-02,M,Republican,2.0,general,2020,2020-10-13,2020-10-20,False
1510,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-11,2020-10-20,False
1511,John Cornyn,48.9,1952-02-02,M,Republican,2.0,general,2020,2020-10-18,2020-10-19,False
1512,John Cornyn,49.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-16,2020-10-19,False
1513,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-15,2020-10-18,False
1514,John Cornyn,49.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-14,2020-10-15,False
1515,John Cornyn,47.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-02,2020-10-11,False
1516,John Cornyn,48.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-05,2020-10-06,False
1517,John Cornyn,47.0,1952-02-02,M,Republican,2.0,general,2020,2020-10-03,2020-10-06,False
1518,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-30,2020-10-05,False
1519,John Cornyn,50.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-25,2020-10-04,False
1520,John Cornyn,50.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-18,2020-09-25,False
1521,John Cornyn,43.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-16,2020-09-22,False
1522,John Cornyn,40.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-15,2020-09-22,False
1523,John Cornyn,50.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-17,2020-09-21,False
1524,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-11,2020-09-20,False
1525,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-15,2020-09-18,False
1526,John Cornyn,44.95,1952-02-02,M,Republican,2.0,general,2020,2020-09-08,2020-09-17,False
1527,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2020-09-01,2020-09-02,False
1528,John Cornyn,34.0,1952-02-02,M,Republican,2.0,general,2020,2020-08-28,2020-09-02,False
1529,John Cornyn,39.0,1952-02-02,M,Republican,2.0,general,2020,2020-08-28,2020-09-02,False
1530,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2020-08-20,2020-08-25,False
1531,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2020-08-20,2020-08-25,False
1532,John Cornyn,44.4,1952-02-02,M,Republican,2.0,general,2020,2020-08-04,2020-08-13,False
1533,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2020-07-24,2020-08-02,False
1534,John Cornyn,43.0,1952-02-02,M,Republican,2.0,general,2020,2020-07-25,2020-07-29,False
1535,John Cornyn,47.0,1952-02-02,M,Republican,2.0,general,2020,2020-07-16,2020-07-20,False
1536,John Cornyn,47.44,1952-02-02,M,Republican,2.0,general,2020,2020-07-16,2020-07-20,False
1537,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2020-07-07,2020-07-10,False
1538,John Cornyn,43.0,1952-02-02,M,Republican,2.0,general,2020,2020-07-07,2020-07-10,False
1539,John Cornyn,37.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-29,2020-07-07,False
1540,John Cornyn,42.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-29,2020-07-07,False
1541,John Cornyn,37.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-29,2020-07-07,False
1542,John Cornyn,43.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-29,2020-07-07,False
1543,John Cornyn,42.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-24,2020-06-25,False
1544,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-20,2020-06-23,False
1545,John Cornyn,47.0,1952-02-02,M,Republican,2.0,general,2020,2020-06-20,2020-06-23,False
1546,John Cornyn,37.0,1952-02-02,M,Republican,2.0,general,2020,2020-04-18,2020-04-27,False
1547,John Cornyn,35.0,1952-02-02,M,Republican,2.0,general,2020,2020-04-18,2020-04-27,False
1548,John Cornyn,49.0,1952-02-02,M,Republican,2.0,general,2020,2020-02-23,2020-02-27,False
1549,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2019-11-09,2019-11-21,False
1550,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2019-11-09,2019-11-21,False
1551,John Cornyn,44.0,1952-02-02,M,Republican,2.0,general,2020,2019-11-09,2019-11-21,False
1552,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2019-11-09,2019-11-21,False
1553,John Cornyn,45.0,1952-02-02,M,Republican,2.0,general,2020,2019-11-09,2019-11-21,False
1554,John Cornyn,28.7,1952-02-02,M,Republican,2.0,general,2020,2019-04-25,2019-04-28,False
1555,John Cornyn,46.0,1952-02-02,M,Republican,2.0,general,2020,2019-02-20,2019-02-25,False
1556,John Cornyn,47.0,1952-02-02,M,Republican,2.0,general,2020,2019-02-13,2019-02-14,False
1557,John Cornyn,50.0,1952-02-02,M,Republican,2.0,general,2020,2019-01-05,2019-01-11,False
1558,Richard J. Durbin,52.0,1944-11-21,M,Democrat,2.0,general,2020,2020-10-31,2020-11-01,False
1559,Richard J. Durbin,50.6,1944-11-21,M,Democrat,2.0,general,2020,2020-10-29,2020-11-01,False
1560,Richard J. Durbin,44.3,1944-11-21,M,Democrat,2.0,general,2020,2019-09-04,2019-09-04,False
1561,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-31,2020-11-01,False
1562,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-11-01,False
1563,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
1564,Gary C. Peters,53.6,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
1565,Gary C. Peters,51.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-31,False
1566,Gary C. Peters,48.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-22,2020-10-31,False
1567,Gary C. Peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-30,False
1568,Gary C. Peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-30,False
1569,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-30,False
1570,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-30,False
1571,Gary C. Peters,50.3,1958-12-01,M,Democrat,2.0,general,2020,2020-10-29,2020-10-29,False
1572,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-27,2020-10-29,False
1573,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-28,False
1574,Gary C. Peters,50.8,1958-12-01,M,Democrat,2.0,general,2020,2020-10-21,2020-10-28,False
1575,Gary C. Peters,52.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-25,2020-10-27,False
1576,Gary C. Peters,47.5,1958-12-01,M,Democrat,2.0,general,2020,2020-10-24,2020-10-26,False
1577,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False
1578,Gary C. Peters,58.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False
1579,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-26,False
1580,Gary C. Peters,48.4,1958-12-01,M,Democrat,2.0,general,2020,2020-10-23,2020-10-25,False
1581,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-25,False
1582,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-20,2020-10-25,False
1583,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-24,2020-10-24,False
1584,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-21,2020-10-22,False
1585,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False
1586,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False
1587,Gary C. Peters,45.86,1958-12-01,M,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False
1588,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-14,2020-10-20,False
1589,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-11,2020-10-20,False
1590,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-16,2020-10-19,False
1591,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-15,2020-10-19,False
1592,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-18,2020-10-18,False
1593,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-15,2020-10-18,False
1594,Gary C. Peters,47.5,1958-12-01,M,Democrat,2.0,general,2020,2020-10-15,2020-10-18,False
1595,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-12,2020-10-15,False
1596,Gary C. Peters,46.6,1958-12-01,M,Democrat,2.0,general,2020,2020-10-11,2020-10-15,False
1597,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-07,2020-10-13,False
1598,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-08,2020-10-12,False
1599,Gary C. Peters,43.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-11,False
1600,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-02,2020-10-11,False
1601,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-09,False
1602,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-08,False
1603,Gary C. Peters,50.7,1958-12-01,M,Democrat,2.0,general,2020,2020-10-06,2020-10-07,False
1604,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-03,2020-10-06,False
1605,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-29,2020-10-06,False
1606,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-03,2020-10-05,False
1607,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-10-02,2020-10-04,False
1608,Gary C. Peters,44.9,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-03,False
1609,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-30,2020-10-01,False
1610,Gary C. Peters,48.1,1958-12-01,M,Democrat,2.0,general,2020,2020-09-26,2020-09-28,False
1611,Gary C. Peters,47.2,1958-12-01,M,Democrat,2.0,general,2020,2020-09-23,2020-09-25,False
1612,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-19,2020-09-23,False
1613,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-19,2020-09-23,False
1614,Gary C. Peters,45.6,1958-12-01,M,Democrat,2.0,general,2020,2020-09-08,2020-09-22,False
1615,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-18,2020-09-20,False
1616,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-11,2020-09-20,False
1617,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-17,2020-09-19,False
1618,Gary C. Peters,42.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,False
1619,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-14,2020-09-19,False
1620,Gary C. Peters,47.6,1958-12-01,M,Democrat,2.0,general,2020,2020-09-08,2020-09-17,False
1621,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-11,2020-09-16,False
1622,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-10,2020-09-15,False
1623,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-12,2020-09-14,False
1624,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-28,2020-09-08,False
1625,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-04,2020-09-06,False
1626,Gary C. Peters,47.56,1958-12-01,M,Democrat,2.0,general,2020,2020-09-02,2020-09-03,False
1627,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-09-01,2020-09-03,False
1628,Gary C. Peters,43.7,1958-12-01,M,Democrat,2.0,general,2020,2020-09-01,2020-09-03,False
1629,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-30,2020-09-03,False
1630,Gary C. Peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-30,2020-09-02,False
1631,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-28,2020-08-29,False
1632,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-21,2020-08-23,False
1633,Gary C. Peters,46.6,1958-12-01,M,Democrat,2.0,general,2020,2020-08-14,2020-08-23,False
1634,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-16,2020-08-18,False
1635,Gary C. Peters,53.48,1958-12-01,M,Democrat,2.0,general,2020,2020-08-11,2020-08-15,False
1636,Gary C. Peters,48.7,1958-12-01,M,Democrat,2.0,general,2020,2020-08-10,2020-08-13,False
1637,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-08-07,2020-08-09,False
1638,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-25,2020-07-30,False
1639,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-28,2020-07-29,False
1640,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-24,2020-07-26,False
1641,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-17,2020-07-26,False
1642,Gary C. Peters,52.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-19,2020-07-24,False
1643,Gary C. Peters,54.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-18,2020-07-24,False
1644,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-22,2020-07-22,False
1645,Gary C. Peters,40.5,1958-12-01,M,Democrat,2.0,general,2020,2020-07-19,2020-07-21,False
1646,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-18,2020-07-20,False
1647,Gary C. Peters,51.33,1958-12-01,M,Democrat,2.0,general,2020,2020-07-13,2020-07-16,False
1648,Gary C. Peters,47.31,1958-12-01,M,Democrat,2.0,general,2020,2020-07-11,2020-07-16,False
1649,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-10,2020-07-12,False
1650,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-07-09,2020-07-10,False
1651,Gary C. Peters,49.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-26,2020-06-28,False
1652,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-26,2020-06-27,False
1653,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-17,2020-06-20,False
1654,Gary C. Peters,41.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-08,2020-06-17,False
1655,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-14,2020-06-16,False
1656,Gary C. Peters,36.4,1958-12-01,M,Democrat,2.0,general,2020,2020-06-12,2020-06-15,False
1657,Gary C. Peters,47.0,1958-12-01,M,Democrat,2.0,general,2020,2020-06-09,2020-06-12,False
1658,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-31,2020-06-07,False
1659,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-30,2020-06-03,False
1660,Gary C. Peters,48.0,1958-12-01,M,Democrat,2.0,general,2020,2020-05-29,2020-05-30,False
1661,Gary C. Peters,47.84,1958-12-01,M,Democrat,2.0,general,2020,2020-05-11,2020-05-17,False
1662,Gary C. Peters,48.67,1958-12-01,M,Democrat,2.0,general,2020,2020-05-01,2020-05-05,False
1663,Gary C. Peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-04-28,2020-04-29,False
1664,Gary C. Peters,46.0,1958-12-01,M,Democrat,2.0,general,2020,2020-04-18,2020-04-21,False
1665,Gary C. Peters,47.83,1958-12-01,M,Democrat,2.0,general,2020,2020-04-09,2020-04-11,False
1666,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-03-31,2020-04-01,False
1667,Gary C. Peters,42.15,1958-12-01,M,Democrat,2.0,general,2020,2020-03-30,2020-04-01,False
1668,Gary C. Peters,42.0,1958-12-01,M,Democrat,2.0,general,2020,2020-03-16,2020-03-20,False
1669,Gary C. Peters,50.5,1958-12-01,M,Democrat,2.0,general,2020,2020-03-12,2020-03-16,False
1670,Gary C. Peters,40.24,1958-12-01,M,Democrat,2.0,general,2020,2020-03-05,2020-03-07,False
1671,Gary C. Peters,45.0,1958-12-01,M,Democrat,2.0,general,2020,2020-02-12,2020-02-18,False
1672,Gary C. Peters,41.9,1958-12-01,M,Democrat,2.0,general,2020,2020-01-08,2020-01-20,False
1673,Gary C. Peters,43.5,1958-12-01,M,Democrat,2.0,general,2020,2020-01-03,2020-01-07,False
1674,Gary C. Peters,43.2,1958-12-01,M,Democrat,2.0,general,2020,2019-11-24,2019-11-26,False
1675,Gary C. Peters,45.9,1958-12-01,M,Democrat,2.0,general,2020,2019-10-31,2019-11-03,False
1676,Gary C. Peters,47.5,1958-12-01,M,Democrat,2.0,general,2020,2019-10-10,2019-10-16,False
1677,Gary C. Peters,43.0,1958-12-01,M,Democrat,2.0,general,2020,2019-10-07,2019-10-10,False
1678,Gary C. Peters,53.0,1958-12-01,M,Democrat,2.0,general,2020,2019-09-25,2019-09-26,False
1679,Gary C. Peters,39.5,1958-12-01,M,Democrat,2.0,general,2020,2019-09-21,2019-09-24,False
1680,Gary C. Peters,51.0,1958-12-01,M,Democrat,2.0,general,2020,2019-04-22,2019-04-25,False
1681,Gary C. Peters,50.0,1958-12-01,M,Democrat,2.0,general,2020,2019-04-22,2019-04-25,False
1682,Gary C. Peters,43.6,1958-12-01,M,Democrat,2.0,general,2020,2019-03-07,2019-03-10,False
1683,Tina Smith,50.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-31,2020-11-01,False
1684,Tina Smith,54.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
1685,Tina Smith,54.5,1958-03-04,F,Democrat,2.0,general,2020,2020-10-23,2020-11-01,False
1686,Tina Smith,51.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-29,2020-10-30,False
1687,Tina Smith,53.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-25,2020-10-30,False
1688,Tina Smith,53.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-10,2020-10-29,False
1689,Tina Smith,45.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-23,2020-10-27,False
1690,Tina Smith,53.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-24,2020-10-26,False
1691,Tina Smith,54.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-17,2020-10-20,False
1692,Tina Smith,43.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-16,2020-10-20,False
1693,Tina Smith,48.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-12,2020-10-15,False
1694,Tina Smith,44.0,1958-03-04,F,Democrat,2.0,general,2020,2020-10-01,2020-10-06,False
1695,Tina Smith,44.8,1958-03-04,F,Democrat,2.0,general,2020,2020-09-20,2020-09-24,False
1696,Tina Smith,49.0,1958-03-04,F,Democrat,2.0,general,2020,2020-09-21,2020-09-23,False
1697,Tina Smith,51.0,1958-03-04,F,Democrat,2.0,general,2020,2020-09-12,2020-09-17,False
1698,Tina Smith,47.0,1958-03-04,F,Democrat,2.0,general,2020,2020-09-09,2020-09-11,False
1699,Tina Smith,49.0,1958-03-04,F,Democrat,2.0,general,2020,2020-09-08,2020-09-10,False
1700,Tina Smith,46.6,1958-03-04,F,Democrat,2.0,general,2020,2020-09-04,2020-09-07,False
1701,Tina Smith,49.0,1958-03-04,F,Democrat,2.0,general,2020,2020-09-03,2020-09-04,False
1702,Tina Smith,43.0,1958-03-04,F,Democrat,2.0,general,2020,2020-08-30,2020-09-01,False
1703,Tina Smith,48.21,1958-03-04,F,Democrat,2.0,general,2020,2020-08-08,2020-08-10,False
1704,Tina Smith,48.0,1958-03-04,F,Democrat,2.0,general,2020,2020-07-22,2020-07-23,False
1705,Tina Smith,46.0,1958-03-04,F,Democrat,2.0,general,2020,2020-05-26,2020-05-28,False
1706,Tina Smith,51.0,1958-03-04,F,Democrat,2.0,general,2018,2018-11-02,2018-11-04,False
1707,Tina Smith,49.0,1958-03-04,F,Democrat,2.0,general,2018,2018-11-01,2018-11-03,False
1708,Tina Smith,48.0,1958-03-04,F,Democrat,2.0,general,2018,2018-10-29,2018-10-31,False
1709,Tina Smith,44.0,1958-03-04,F,Democrat,2.0,general,2018,2018-10-15,2018-10-30,False
1710,Tina Smith,47.0,1958-03-04,F,Democrat,2.0,general,2018,2018-10-15,2018-10-17,False
1711,Tina Smith,46.0,1958-03-04,F,Democrat,2.0,general,2018,2018-10-12,2018-10-13,False
1712,Tina Smith,54.0,1958-03-04,F,Democrat,2.0,general,2018,2018-09-30,2018-10-04,False
1713,Tina Smith,52.0,1958-03-04,F,Democrat,2.0,general,2018,2018-09-30,2018-10-04,False
1714,Tina Smith,44.0,1958-03-04,F,Democrat,2.0,general,2018,2018-09-10,2018-09-12,False
1715,Tina Smith,48.0,1958-03-04,F,Democrat,2.0,general,2018,2018-09-06,2018-09-08,False
1716,Tina Smith,43.8,1958-03-04,F,Democrat,2.0,general,2018,2018-08-17,2018-08-20,False
1717,Tina Smith,31.5,1958-03-04,F,Democrat,2.0,general,2018,2018-08-08,2018-08-11,False
1718,Tina Smith,49.0,1958-03-04,F,Democrat,2.0,general,2018,2018-07-15,2018-07-19,False
1719,Tina Smith,48.0,1958-03-04,F,Democrat,2.0,general,2018,2018-06-24,2018-06-25,False
1720,Cory A. Booker,55.0,1969-04-27,M,Democrat,2.0,general,2020,2020-10-31,2020-11-01,False
1721,Cory A. Booker,61.0,1969-04-27,M,Democrat,2.0,general,2020,2020-10-23,2020-10-26,False
1722,Cory A. Booker,59.0,1969-04-27,M,Democrat,2.0,general,2020,2020-10-18,2020-10-24,False
1723,Cory A. Booker,61.0,1969-04-27,M,Democrat,2.0,general,2020,2020-10-18,2020-10-24,False
1724,Cory A. Booker,56.6,1969-04-27,M,Democrat,2.0,general,2020,2020-10-07,2020-10-13,False
1725,Cory A. Booker,51.55,1969-04-27,M,Democrat,2.0,general,2020,2020-09-04,2020-09-07,False
1726,Cory A. Booker,55.0,1969-04-27,M,Democrat,2.0,general,2020,2020-04-16,2020-04-19,False
1727,Cory A. Booker,58.0,1969-04-27,M,Democrat,2.0,general,2020,2020-04-16,2020-04-19,False
1728,John W. Hickenlooper,53.0,1952-02-07,M,Democrat,2.0,general,2020,2020-10-29,2020-11-01,False
1729,John W. Hickenlooper,54.0,1952-02-07,M,Democrat,2.0,general,2020,2020-10-27,2020-11-01,False
1730,John W. Hickenlooper,56.9,1952-02-07,M,Democrat,2.0,general,2020,2020-10-23,2020-11-01,False
1731,John W. Hickenlooper,51.5,1952-02-07,M,Democrat,2.0,general,2020,2020-10-22,2020-10-31,False
1732,John W. Hickenlooper,50.0,1952-02-07,M,Democrat,2.0,general,2020,2020-10-11,2020-10-20,False
